Group,Gal,ID,ra,dec,type,CHI2NU,XC_g,e_XC_g,YC_g,e_YC_g,RE_g,e_RE_g,MAG_g,e_MAG_g,n_g,e_n_g,AR_g,e_AR_g,PA_g,e_PA_g,XC_r,e_XC_r,YC_r,e_YC_r,RE_r,e_RE_r,MAG_r,e_MAG_r,n_r,e_n_r,AR_r,e_AR_r,PA_r,e_PA_r,XC_i,e_XC_i,YC_i,e_YC_i,RE_i,e_RE_i,MAG_i,e_MAG_i,n_i,e_n_i,AR_i,e_AR_i,PA_i,e_PA_i,XC_z,e_XC_z,YC_z,e_YC_z,RE_z,e_RE_z,MAG_z,e_MAG_z,n_z,e_n_z,AR_z,e_AR_z,PA_z,e_PA_z
44,44,5447,0.6312475557944143,14.40034672348988,DUP,0.679501984955585,344.4267,0.0080,344.7607,0.0061,18.3644,0.0387,17.4102,0.0019,1.2891,0.0039,0.7189,0.0007,-80.4868,0.1381,344.4267,0.0080,344.7607,0.0061,17.2565,0.0289,16.7122,0.0015,1.5088,0.0031,0.7189,0.0007,-80.4868,0.1381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,344.4267,0.0080,344.7607,0.0061,15.0549,0.0675,16.2468,0.0034,1.9453,0.0088,0.7189,0.0007,-80.4868,0.1381
45,45,1212,233.0683845777332,-1.774647194287577,SER,0.424367547275554,344.0881,0.0061,344.0592,0.0031,21.4335,0.1388,18.4166,0.0044,1.6270,0.0147,0.2167,0.0003,-88.9128,0.0315,344.0881,0.0061,344.0592,0.0031,24.4217,0.0850,17.2366,0.0022,2.7793,0.0090,0.2167,0.0003,-88.9128,0.0315,344.0881,0.0061,344.0592,0.0031,27.2728,0.1432,16.5874,0.0027,3.8788,0.0138,0.2167,0.0003,-88.9128,0.0315,344.0881,0.0061,344.0592,0.0031,30.3591,0.2491,16.1799,0.0040,5.0690,0.0239,0.2167,0.0003,-88.9128,0.0315
46,46,3537,211.6673974420967,16.59631158266292,REX,0.56611734843947,344.5364,0.0090,344.1062,0.0083,12.5352,0.0299,17.9736,0.0023,0.7889,0.0036,0.9097,0.0012,-62.5807,0.6198,344.5364,0.0090,344.1062,0.0083,12.2497,0.0197,17.3493,0.0016,0.9102,0.0023,0.9097,0.0012,-62.5807,0.6198,344.5364,0.0090,344.1062,0.0083,11.9774,0.0239,17.0672,0.0016,1.0259,0.0031,0.9097,0.0012,-62.5807,0.6198,344.5364,0.0090,344.1062,0.0083,11.6825,0.0389,16.9097,0.0029,1.1512,0.0052,0.9097,0.0012,-62.5807,0.6198
47,47,2846,177.2839154549073,30.35338929872103,SER,0.393063934050317,573.4813,0.0022,573.6548,0.0024,11.7110,0.0869,17.9244,0.0039,4.0417,0.0266,0.7925,0.0013,-46.1979,0.2232,573.4813,0.0022,573.6548,0.0024,11.9487,0.0497,16.8933,0.0022,4.7923,0.0152,0.7925,0.0013,-46.1979,0.2232,573.4813,0.0022,573.6548,0.0024,12.1755,0.0758,16.4481,0.0032,5.5085,0.0233,0.7925,0.0013,-46.1979,0.2232,573.4813,0.0022,573.6548,0.0024,12.4210,0.1350,16.1603,0.0050,6.2838,0.0415,0.7925,0.0013,-46.1979,0.2232
48,48,2185,188.2038951188527,17.55403685470646,DEV,0.316789719849622,343.9276,0.0027,343.6788,0.0021,13.2493,0.0778,18.3279,0.0034,3.7185,0.0205,0.5243,0.0006,-87.7862,0.0641,343.9276,0.0027,343.6788,0.0021,12.0638,0.0459,17.2545,0.0022,3.7610,0.0125,0.5243,0.0006,-87.7862,0.0641,343.9276,0.0027,343.6788,0.0021,10.9326,0.0323,16.8383,0.0017,3.8015,0.0107,0.5243,0.0006,-87.7862,0.0641,343.9276,0.0027,343.6788,0.0021,9.7081,0.0536,16.5915,0.0030,3.8454,0.0172,0.5243,0.0006,-87.7862,0.0641
49,49,2839,158.490540172662,24.52463967519954,SER,0.35280956261725,344.4889,0.0020,343.5521,0.0018,17.2305,0.0918,17.1910,0.0030,4.0856,0.0164,0.8048,0.0008,-68.9421,0.1394,344.4889,0.0020,343.5521,0.0018,16.5744,0.0564,16.3447,0.0019,4.1237,0.0100,0.8048,0.0008,-68.9421,0.1394,344.4889,0.0020,343.5521,0.0018,15.9484,0.0469,16.0440,0.0017,4.1600,0.0087,0.8048,0.0008,-68.9421,0.1394,344.4889,0.0020,343.5521,0.0018,15.2708,0.0746,15.7849,0.0027,4.1993,0.0141,0.8048,0.0008,-68.9421,0.1394
50,50,2988,206.1128848120168,2.445100239745728,SER,0.631354559212556,343.8875,0.0057,344.4220,0.0036,12.7055,0.0293,17.6589,0.0020,1.1995,0.0051,0.5202,0.0006,-76.3835,0.0659,343.8875,0.0057,344.4220,0.0036,12.2324,0.0190,16.8510,0.0014,1.4073,0.0032,0.5202,0.0006,-76.3835,0.0659,343.8875,0.0057,344.4220,0.0036,11.7810,0.0227,16.5079,0.0014,1.6056,0.0039,0.5202,0.0006,-76.3835,0.0659,343.8875,0.0057,344.4220,0.0036,11.2923,0.0372,16.2641,0.0024,1.8202,0.0065,0.5202,0.0006,-76.3835,0.0659
51,51,6112,182.7093973127577,-2.787028001864359,SER,0.293167771363351,572.4245,0.0034,573.1665,0.0027,13.1677,0.0276,17.7590,0.0019,1.1714,0.0039,0.7654,0.0005,-81.5938,0.0987,572.4245,0.0034,573.1665,0.0027,12.9113,0.0164,16.9483,0.0010,1.4351,0.0021,0.7654,0.0005,-81.5938,0.0987,572.4245,0.0034,573.1665,0.0027,12.6666,0.0167,16.5290,0.0009,1.6867,0.0023,0.7654,0.0005,-81.5938,0.0987,572.4245,0.0034,573.1665,0.0027,12.4017,0.0285,16.3334,0.0017,1.9590,0.0041,0.7654,0.0005,-81.5938,0.0987
52,52,4461,133.8017671242023,29.50177462620954,SER,1.88986061530596,115.3004,0.0026,115.1450,0.0024,91.3019,2.3864,16.0131,0.0125,8.7741,0.0814,0.7042,0.0011,85.5462,0.1288,115.3004,0.0026,115.1450,0.0024,81.8557,1.9029,15.2949,0.0102,*10.2740*,*0.0704*,0.7042,0.0011,85.5462,0.1288,115.3004,0.0026,115.1450,0.0024,72.8426,1.6676,15.0318,0.0090,*11.7052*,*0.0804*,0.7042,0.0011,85.5462,0.1288,115.3004,0.0026,115.1450,0.0024,63.0859,1.7678,14.9119,0.0107,*13.2544*,*0.1074*,0.7042,0.0011,85.5462,0.1288
53,53,826,237.4949635224589,9.278628514673043,SER,0.618170971050304,344.1453,0.0042,344.2730,0.0052,29.4993,0.0431,16.1268,0.0011,1.6952,0.0026,0.7731,0.0005,-15.9836,0.0875,344.1453,0.0042,344.2730,0.0052,29.5002,0.0308,15.6373,0.0008,1.8531,0.0018,0.7731,0.0005,-15.9836,0.0875,344.1453,0.0042,344.2730,0.0052,29.5011,0.0489,15.4686,0.0015,2.0038,0.0028,0.7731,0.0005,-15.9836,0.0875,344.1453,0.0042,344.2730,0.0052,29.5020,0.0806,15.3126,0.0020,2.1668,0.0047,0.7731,0.0005,-15.9836,0.0875
54,54,5191,222.951557404633,13.80261250977718,DUP,0.447092075183184,343.6834,0.0016,343.9817,0.0019,19.6828,0.2182,16.8786,0.0050,7.1834,0.0444,0.7977,0.0013,42.3498,0.2030,343.6834,0.0016,343.9817,0.0019,18.0519,0.1380,16.0205,0.0036,7.1262,0.0294,0.7977,0.0013,42.3498,0.2030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343.6834,0.0016,343.9817,0.0019,14.8112,0.1689,15.4660,0.0050,7.0126,0.0419,0.7977,0.0013,42.3498,0.2030
55,55,85,169.5015194258552,2.666823917542815,REX,0.489294493182466,343.7282,0.0046,343.8581,0.0051,11.7627,0.0154,17.8192,0.0012,0.9821,0.0022,0.8811,0.0006,7.6811,0.2686,343.7282,0.0046,343.8581,0.0051,11.4857,0.0110,17.1482,0.0010,1.1352,0.0016,0.8811,0.0006,7.6811,0.2686,343.7282,0.0046,343.8581,0.0051,11.2215,0.0159,16.8058,0.0014,1.2812,0.0024,0.8811,0.0006,7.6811,0.2686,343.7282,0.0046,343.8581,0.0051,10.9354,0.0257,16.6557,0.0020,1.4392,0.0040,0.8811,0.0006,7.6811,0.2686
56,56,2628,191.3263034031071,24.04119317211639,SER,0.402795786040379,573.3956,0.0065,572.6418,0.0033,9.9639,0.0136,18.2310,0.0014,0.6376,0.0035,0.3671,0.0004,-84.4717,0.0452,573.3956,0.0065,572.6418,0.0033,9.4573,0.0089,17.6493,0.0012,0.8410,0.0021,0.3671,0.0004,-84.4717,0.0452,573.3956,0.0065,572.6418,0.0033,8.9739,0.0112,17.3191,0.0013,1.0351,0.0033,0.3671,0.0004,-84.4717,0.0452,573.3956,0.0065,572.6418,0.0033,8.4507,0.0183,17.1743,0.0017,1.2452,0.0059,0.3671,0.0004,-84.4717,0.0452
57,57,5398,165.4509627612827,29.95351114136128,DUP,0.503815182985875,343.5149,0.0013,344.0521,0.0011,22.2258,0.1296,16.7767,0.0029,5.2964,0.0217,0.5943,0.0006,57.4029,0.0514,343.5149,0.0013,344.0521,0.0011,20.2688,0.0826,16.0060,0.0020,5.8246,0.0142,0.5943,0.0006,57.4029,0.0514,343.5149,0.0013,344.0521,0.0011,18.4015,0.0841,15.7172,0.0021,6.3286,0.0171,0.5943,0.0006,57.4029,0.0514,343.5149,0.0013,344.0521,0.0011,16.3802,0.1346,15.5431,0.0038,6.8741,0.0278,0.5943,0.0006,57.4029,0.0514
58,58,3521,179.9008231769463,5.114230916817241,SER,0.495478312451234,572.1831,0.0062,573.3067,0.0093,11.3683,0.0307,17.4896,0.0022,1.1590,0.0049,0.6201,0.0009,-23.8434,0.1368,572.1831,0.0062,573.3067,0.0093,11.7157,0.0241,17.0487,0.0022,1.2335,0.0033,0.6201,0.0009,-23.8434,0.1368,572.1831,0.0062,573.3067,0.0093,12.0471,0.0362,16.8459,0.0027,1.3045,0.0046,0.6201,0.0009,-23.8434,0.1368,572.1831,0.0062,573.3067,0.0093,12.4059,0.0574,16.7279,0.0039,1.3814,0.0075,0.6201,0.0009,-23.8434,0.1368
59,59,743,185.6123120772632,19.9846710439182,REX,0.417008998271603,572.5549,0.0048,573.7107,0.0044,9.5404,0.0384,18.2327,0.0033,1.4154,0.0083,0.8804,0.0012,83.7211,0.4229,572.5549,0.0048,573.7107,0.0044,8.8793,0.0229,17.4453,0.0021,1.5502,0.0048,0.8804,0.0012,83.7211,0.4229,572.5549,0.0048,573.7107,0.0044,8.2486,0.0204,17.1404,0.0017,1.6789,0.0050,0.8804,0.0012,83.7211,0.4229,572.5549,0.0048,573.7107,0.0044,7.5658,0.0343,16.9834,0.0034,1.8181,0.0088,0.8804,0.0012,83.7211,0.4229
60,60,1410,200.1381825106701,21.07058008393701,DEV,0.446503342210005,573.1265,0.0019,572.4206,0.0013,43.0516,0.1650,16.0088,0.0023,3.5557,0.0095,0.5077,0.0003,62.2223,0.0286,573.1265,0.0019,572.4206,0.0013,42.7334,0.1072,15.0933,0.0015,4.2411,0.0061,0.5077,0.0003,62.2223,0.0286,573.1265,0.0019,572.4206,0.0013,42.4298,0.1209,14.7080,0.0016,4.8950,0.0073,0.5077,0.0003,62.2223,0.0286,573.1265,0.0019,572.4206,0.0013,42.1011,0.1948,14.4428,0.0024,5.6029,0.0120,0.5077,0.0003,62.2223,0.0286
61,61,4043,220.8004917061278,26.00798242727805,SER,0.629783812974912,114.4407,0.0039,115.2372,0.0028,8.0146,0.0110,17.8808,0.0012,0.9552,0.0027,0.7522,0.0007,55.9211,0.1443,114.4407,0.0039,115.2372,0.0028,7.9897,0.0085,17.1455,0.0009,1.0913,0.0020,0.7522,0.0007,55.9211,0.1443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.4407,0.0039,115.2372,0.0028,7.9401,0.0192,16.5850,0.0019,1.3618,0.0047,0.7522,0.0007,55.9211,0.1443
63,63,4103,26.70317847045364,13.77268522451739,SER,0.491209949089275,345.0455,0.0075,344.9297,0.0068,21.5653,0.0312,16.9298,0.0015,0.8633,0.0022,0.8856,0.0006,59.9562,0.2710,345.0455,0.0075,344.9297,0.0068,21.6042,0.0216,16.1242,0.0009,1.1533,0.0015,0.8856,0.0006,59.9562,0.2710,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.0455,0.0075,344.9297,0.0068,21.6815,0.0580,15.5016,0.0021,1.7296,0.0044,0.8856,0.0006,59.9562,0.2710
64,64,3789,161.7359443963378,16.00046444227327,REX,0.504643833864866,342.8978,0.0037,344.8651,0.0033,5.2097,0.0068,17.5278,0.0012,0.7471,0.0038,0.8632,0.0008,78.8710,0.2689,342.8978,0.0037,344.8651,0.0033,5.3804,0.0044,16.9879,0.0009,0.7740,0.0024,0.8632,0.0008,78.8710,0.2689,342.8978,0.0037,344.8651,0.0033,5.5433,0.0055,16.7610,0.0009,0.7997,0.0028,0.8632,0.0008,78.8710,0.2689,342.8978,0.0037,344.8651,0.0033,5.7196,0.0091,16.5846,0.0015,0.8275,0.0046,0.8632,0.0008,78.8710,0.2689
65,65,5292,189.6028927607481,4.483293538564935,SER,0.415802570359409,344.2598,0.0024,344.3542,0.0044,7.7295,0.0233,18.1868,0.0025,0.8517,0.0090,0.3713,0.0005,0.9803,0.0373,344.2598,0.0024,344.3542,0.0044,7.9577,0.0070,17.6445,0.0006,1.0246,0.0025,0.3713,0.0005,0.9803,0.0373,344.2598,0.0024,344.3542,0.0044,8.1755,0.0211,17.2932,0.0024,1.1896,0.0077,0.3713,0.0005,0.9803,0.0373,344.2598,0.0024,344.3542,0.0044,8.4112,0.0428,17.1807,0.0049,1.3682,0.0160,0.3713,0.0005,0.9803,0.0373
66,66,2683,243.3176607703168,23.04357344930971,SER,0.420353613619914,573.3325,0.0058,573.4634,0.0072,10.4998,0.0326,18.2904,0.0029,1.0689,0.0068,0.7483,0.0013,-11.5566,0.2166,573.3325,0.0058,573.4634,0.0072,10.5040,0.0230,17.4388,0.0018,1.4521,0.0048,0.7483,0.0013,-11.5566,0.2166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,573.3325,0.0058,573.4634,0.0072,10.5122,0.0667,16.7639,0.0044,2.2135,0.0149,0.7483,0.0013,-11.5566,0.2166
67,67,1938,203.1106678350868,4.743548136990849,REX,0.508777183618142,345.1763,0.0079,343.9164,0.0065,11.9220,0.0223,18.1515,0.0019,0.6004,0.0021,0.8901,0.0009,-51.9743,0.4418,345.1763,0.0079,343.9164,0.0065,11.9523,0.0241,17.3801,0.0021,0.8543,0.0024,0.8901,0.0009,-51.9743,0.4418,345.1763,0.0079,343.9164,0.0065,11.9812,0.0422,17.0480,0.0037,1.0965,0.0047,0.8901,0.0009,-51.9743,0.4418,345.1763,0.0079,343.9164,0.0065,12.0125,0.0658,16.8541,0.0053,1.3587,0.0075,0.8901,0.0009,-51.9743,0.4418
68,68,3456,232.1160065922971,-0.5059401774195804,SER,0.879006548532771,342.9400,0.0110,343.9349,0.0097,17.4820,0.0497,18.1043,0.0029,0.8057,0.0041,0.8609,0.0009,-56.7783,0.3932,342.9400,0.0110,343.9349,0.0097,17.2457,0.0268,17.2858,0.0015,1.0484,0.0022,0.8609,0.0009,-56.7783,0.3932,342.9400,0.0110,343.9349,0.0097,17.0203,0.0432,16.8794,0.0024,1.2800,0.0039,0.8609,0.0009,-56.7783,0.3932,342.9400,0.0110,343.9349,0.0097,16.7763,0.0788,16.6545,0.0041,1.5307,0.0071,0.8609,0.0009,-56.7783,0.3932
69,69,1818,177.3632647419597,22.97639664132383,SER,0.41401393399617,344.0665,0.0017,344.4183,0.0017,8.3785,0.0830,18.3155,0.0045,6.1221,0.0499,0.9490,0.0017,-65.6536,1.0410,344.0665,0.0017,344.4183,0.0017,7.7813,0.0473,17.2618,0.0029,5.5670,0.0283,0.9490,0.0017,-65.6536,1.0410,344.0665,0.0017,344.4183,0.0017,7.2115,0.0285,16.9055,0.0020,5.0373,0.0170,0.9490,0.0017,-65.6536,1.0410,344.0665,0.0017,344.4183,0.0017,6.5947,0.0508,16.6876,0.0038,4.4640,0.0308,0.9490,0.0017,-65.6536,1.0410
70,70,2456,161.6629643312965,18.95295634426515,SER,0.345819746203574,344.0052,0.0020,344.3874,0.0020,12.9596,0.2203,17.9508,0.0078,6.7899,0.0706,0.9259,0.0018,-40.5729,0.7657,344.0052,0.0020,344.3874,0.0020,11.9415,0.1331,16.9110,0.0051,7.0625,0.0455,0.9259,0.0018,-40.5729,0.7657,344.0052,0.0020,344.3874,0.0020,10.9702,0.1042,16.5333,0.0043,7.3226,0.0447,0.9259,0.0018,-40.5729,0.7657,344.0052,0.0020,344.3874,0.0020,9.9187,0.1680,16.2198,0.0072,7.6041,0.0701,0.9259,0.0018,-40.5729,0.7657
71,71,5559,223.4067802637539,2.8830098366158,SER,0.691216534318519,343.3340,0.0028,344.1852,0.0024,5.8460,0.0288,18.5985,0.0029,3.3233,0.0268,0.6421,0.0012,-72.9354,0.1582,343.3340,0.0028,344.1852,0.0024,5.4072,0.0178,17.6064,0.0020,3.3283,0.0174,0.6421,0.0012,-72.9354,0.1582,343.3340,0.0028,344.1852,0.0024,4.9886,0.0130,17.2188,0.0021,3.3330,0.0156,0.6421,0.0012,-72.9354,0.1582,343.3340,0.0028,344.1852,0.0024,4.5355,0.0198,16.9545,0.0024,3.3381,0.0234,0.6421,0.0012,-72.9354,0.1582
72,72,116,253.6399418731032,23.83776456179591,SER,0.817522861030837,114.6661,0.0031,115.7136,0.0056,8.7323,0.0350,18.1845,0.0032,1.7430,0.0135,0.3000,0.0007,-0.8030,0.0515,114.6661,0.0031,115.7136,0.0056,8.7651,0.0222,17.1142,0.0016,1.9581,0.0084,0.3000,0.0007,-0.8030,0.0515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.6661,0.0031,115.7136,0.0056,8.8301,0.0398,16.4004,0.0026,2.3854,0.0132,0.3000,0.0007,-0.8030,0.0515
73,73,1975,0.3673427871173168,15.37551597508122,SER,0.57370204579814,343.7534,0.0026,344.3655,0.0029,22.2788,0.1868,17.5145,0.0047,4.1880,0.0277,0.5954,0.0011,45.5348,0.1063,343.7534,0.0026,344.3655,0.0029,21.2354,0.1146,16.5552,0.0028,5.0321,0.0171,0.5954,0.0011,45.5348,0.1063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343.7534,0.0026,344.3655,0.0029,19.1622,0.2675,15.9484,0.0064,6.7094,0.0504,0.5954,0.0011,45.5348,0.1063
74,74,2744,197.1000816759999,-3.567278465450398,SER,0.596359762011875,344.1927,0.0016,344.3992,0.0014,34.2564,0.1460,16.5178,0.0024,4.4224,0.0114,0.7275,0.0004,87.2356,0.0544,344.1927,0.0016,344.3992,0.0014,33.4476,0.0918,15.5658,0.0015,4.6729,0.0072,0.7275,0.0004,87.2356,0.0544,344.1927,0.0016,344.3992,0.0014,32.6760,0.0838,15.1912,0.0014,4.9118,0.0069,0.7275,0.0004,87.2356,0.0544,344.1927,0.0016,344.3992,0.0014,31.8407,0.1323,14.9528,0.0022,5.1704,0.0110,0.7275,0.0004,87.2356,0.0544
75,75,7150,27.4808327638581,-9.01806259819877,SER,0.409347696458604,343.1028,0.0017,344.2069,0.0020,9.4582,0.0080,17.8262,0.0008,0.9464,0.0017,0.7648,0.0004,33.7497,0.0729,343.1028,0.0017,344.2069,0.0020,9.1341,0.0051,17.2295,0.0005,1.1011,0.0011,0.7648,0.0004,33.7497,0.0729,343.1028,0.0017,344.2069,0.0020,8.8250,0.0063,16.9264,0.0006,1.2488,0.0014,0.7648,0.0004,33.7497,0.0729,343.1028,0.0017,344.2069,0.0020,8.4903,0.0105,16.8183,0.0009,1.4087,0.0024,0.7648,0.0004,33.7497,0.0729
76,76,1836,172.9802843534931,24.19969611175291,SER,0.50290830682064,573.0948,0.0016,572.4279,0.0019,11.8916,0.0145,16.7903,0.0010,1.4933,0.0027,0.8263,0.0004,-23.0751,0.0966,573.0948,0.0016,572.4279,0.0019,11.9867,0.0087,15.9880,0.0006,1.9081,0.0015,0.8263,0.0004,-23.0751,0.0966,573.0948,0.0016,572.4279,0.0019,12.0776,0.0118,15.6490,0.0007,2.3039,0.0021,0.8263,0.0004,-23.0751,0.0966,573.0948,0.0016,572.4279,0.0019,12.1759,0.0204,15.3813,0.0011,2.7323,0.0038,0.8263,0.0004,-23.0751,0.0966
77,77,4123,192.636726697041,-2.225421913183776,SER,0.823912281278174,344.5977,0.0056,344.3471,0.0049,11.9039,0.0228,17.8009,0.0016,0.9631,0.0035,0.8370,0.0011,52.2983,0.2793,344.5977,0.0056,344.3471,0.0049,11.5925,0.0184,17.0744,0.0014,1.2689,0.0030,0.8370,0.0011,52.2983,0.2793,344.5977,0.0056,344.3471,0.0049,11.2954,0.0286,16.7051,0.0032,1.5606,0.0052,0.8370,0.0011,52.2983,0.2793,344.5977,0.0056,344.3471,0.0049,10.9737,0.0452,16.5369,0.0027,1.8764,0.0084,0.8370,0.0011,52.2983,0.2793
78,78,1924,129.5482077982756,16.60850472646367,SER,0.298361670488798,344.4354,0.0017,343.7250,0.0018,8.6728,0.0367,18.2000,0.0029,2.1840,0.0113,0.8965,0.0009,-48.3918,0.3330,344.4354,0.0017,343.7250,0.0018,8.6168,0.0219,17.1426,0.0018,2.4541,0.0066,0.8965,0.0009,-48.3918,0.3330,344.4354,0.0017,343.7250,0.0018,8.5633,0.0194,16.7266,0.0013,2.7118,0.0062,0.8965,0.0009,-48.3918,0.3330,344.4354,0.0017,343.7250,0.0018,8.5054,0.0325,16.4649,0.0023,2.9908,0.0108,0.8965,0.0009,-48.3918,0.3330
79,79,4385,228.9734888446197,-2.163728401266261,SER,0.483472732406652,344.2641,0.0040,344.1592,0.0046,9.9576,0.0704,18.8391,0.0047,2.5449,0.0205,0.7540,0.0016,-13.9345,0.2425,344.2641,0.0040,344.1592,0.0046,9.7484,0.0444,17.6608,0.0028,2.6453,0.0124,0.7540,0.0016,-13.9345,0.2425,344.2641,0.0040,344.1592,0.0046,9.5488,0.0448,17.1417,0.0030,2.7410,0.0128,0.7540,0.0016,-13.9345,0.2425,344.2641,0.0040,344.1592,0.0046,9.3327,0.0722,16.8148,0.0048,2.8447,0.0215,0.7540,0.0016,-13.9345,0.2425
80,80,3212,167.2302296381825,19.28602218229623,SER,0.318381934905579,344.4145,0.0021,344.0982,0.0031,11.3673,0.0258,17.8677,0.0018,1.5318,0.0052,0.5194,0.0005,6.7582,0.0477,344.4145,0.0021,344.0982,0.0031,10.6010,0.0166,17.0834,0.0012,1.7368,0.0033,0.5194,0.0005,6.7582,0.0477,344.4145,0.0021,344.0982,0.0031,9.8698,0.0159,16.7104,0.0011,1.9325,0.0038,0.5194,0.0005,6.7582,0.0477,344.4145,0.0021,344.0982,0.0031,9.0784,0.0247,16.4940,0.0018,2.1442,0.0062,0.5194,0.0005,6.7582,0.0477
81,81,1333,175.0615695400173,0.4276781653897917,DEV,0.506698283675853,573.0934,0.0033,572.9327,0.0028,6.4204,0.0331,18.2412,0.0032,2.6119,0.0238,0.6350,0.0014,83.4636,0.1473,573.0934,0.0033,572.9327,0.0028,6.5129,0.0180,17.2438,0.0017,3.3322,0.0128,0.6350,0.0014,83.4636,0.1473,573.0934,0.0033,572.9327,0.0028,6.6012,0.0279,16.7808,0.0024,4.0194,0.0194,0.6350,0.0014,83.4636,0.1473,573.0934,0.0033,572.9327,0.0028,6.6968,0.0509,16.5858,0.0038,4.7633,0.0356,0.6350,0.0014,83.4636,0.1473
82,82,7947,210.0794884985053,4.747416370750335,SER,0.504104278259397,572.1056,0.0019,573.2641,0.0020,10.2014,0.0818,18.3387,0.0043,4.6121,0.0332,0.8294,0.0012,15.6008,0.2307,572.1056,0.0019,573.2641,0.0020,10.0586,0.0495,17.1997,0.0024,4.8079,0.0198,0.8294,0.0012,15.6008,0.2307,572.1056,0.0019,573.2641,0.0020,9.9224,0.0416,16.8124,0.0022,4.9947,0.0163,0.8294,0.0012,15.6008,0.2307,572.1056,0.0019,573.2641,0.0020,9.7750,0.0678,16.4831,0.0034,5.1969,0.0272,0.8294,0.0012,15.6008,0.2307
83,83,4372,221.8019757556765,18.46519704156116,SER,0.353155196019852,343.3211,0.0041,343.1197,0.0069,15.9063,0.0162,17.4603,0.0011,0.6494,0.0018,0.4559,0.0003,31.6947,0.0401,343.3211,0.0041,343.1197,0.0069,15.4183,0.0125,16.7412,0.0008,0.8623,0.0012,0.4559,0.0003,31.6947,0.0401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343.3211,0.0041,343.1197,0.0069,14.4487,0.0281,16.1570,0.0015,1.2853,0.0036,0.4559,0.0003,31.6947,0.0401
84,84,5619,181.830684926492,30.8665183071592,DUP,0.482843557898891,573.0693,0.0019,572.9827,0.0037,20.5917,0.0212,16.7796,0.0009,1.3353,0.0022,0.4716,0.0002,19.4025,0.0266,573.0693,0.0019,572.9827,0.0037,19.6307,0.0139,16.0565,0.0006,1.6121,0.0015,0.4716,0.0002,19.4025,0.0266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,573.0693,0.0019,572.9827,0.0037,17.7211,0.0324,15.5537,0.0013,2.1620,0.0039,0.4716,0.0002,19.4025,0.0266
85,85,1936,209.8054798192696,23.48515706202908,SER,0.797114421797923,345.2884,0.0099,343.8029,0.0048,15.2159,0.0657,18.0710,0.0031,1.6371,0.0097,0.2793,0.0006,-85.4891,0.0560,345.2884,0.0099,343.8029,0.0048,13.6764,0.0457,17.3326,0.0023,1.7467,0.0077,0.2793,0.0006,-85.4891,0.0560,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.2884,0.0099,343.8029,0.0048,10.6174,0.0622,16.7664,0.0037,1.9645,0.0147,0.2793,0.0006,-85.4891,0.0560
86,86,1131,153.0161815019049,0.7024348797483521,SER,1.02852302118809,343.7186,0.0012,343.9855,0.0011,12.8033,0.0341,17.4187,0.0015,4.1150,0.0101,0.8021,0.0006,68.5630,0.1011,343.7186,0.0012,343.9855,0.0011,11.7539,0.0188,16.3735,0.0009,4.5338,0.0061,0.8021,0.0006,68.5630,0.1011,343.7186,0.0012,343.9855,0.0011,10.7527,0.0315,15.9910,0.0016,4.9335,0.0120,0.8021,0.0006,68.5630,0.1011,343.7186,0.0012,343.9855,0.0011,9.6689,0.0568,15.7286,0.0030,5.3660,0.0211,0.8021,0.0006,68.5630,0.1011
87,87,1912,175.2483625991033,10.71776687917704,SER,0.991587069977849,115.8203,0.0064,115.6768,0.0057,22.1279,0.0810,16.9299,0.0031,1.4030,0.0061,0.5120,0.0007,50.1166,0.0736,115.8203,0.0064,115.6768,0.0057,20.6658,0.0578,16.1399,0.0023,1.6577,0.0044,0.5120,0.0007,50.1166,0.0736,115.8203,0.0064,115.6768,0.0057,19.2707,0.0582,15.7433,0.0026,1.9007,0.0057,0.5120,0.0007,50.1166,0.0736,115.8203,0.0064,115.6768,0.0057,17.7606,0.0829,15.6296,0.0032,2.1637,0.0090,0.5120,0.0007,50.1166,0.0736
